transaction_id,transaction_date,txn_year,txn_month,txn_month_name,txn_quarter,product_id,product_name,category,region,city,state,customer_id,customer_name,customer_segment,age_group,gender,loyalty_tier,tenure_band,quantity,unit_price,discount,discount_band,net_revenue,total_revenue,status,is_returned,is_active_customer,created_at
TXN0087,2024-06-14,2024,6,Jun,2,P008,SSD Drive,PERIPHERALS,EAST,Pune,Maharashtra,CUST094,Customer_94 Lastname_94,Occasional,22-30,MALE,Gold,Loyal,8,6500.0,0.11,Medium (10-20%),46280.0,46280.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0088,2024-06-21,2024,6,Jun,2,P002,Mouse,ACCESSORIES,WEST,Hyderabad,Telangana,CUST032,Customer_32 Lastname_32,Regular,22-30,MALE,Silver,Loyal,5,850.0,0.22,High (20%+),3315.0,3315.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0089,2024-06-23,2024,6,Jun,2,P008,SSD Drive,ACCESSORIES,EAST,Pune,Maharashtra,CUST028,Customer_28 Lastname_28,Premium,51+,OTHER,Bronze,Loyal,6,6500.0,0.05,Low (0-10%),37050.0,37050.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0090,2024-07-27,2024,7,Jul,3,P005,Headphones,ELECTRONICS,SOUTH,Bangalore,Karnataka,CUST025,Customer_25 Lastname_25,Premium,22-30,OTHER,Gold,Loyal,9,4500.0,0.0,No Discount,40500.0,40500.0,RETURNED,True,False,2026-03-29 12:21:00.285000+00:00
TXN0091,2024-02-17,2024,2,Feb,1,P004,Monitor,ACCESSORIES,NORTH,Delhi,Delhi,CUST063,Customer_63 Lastname_63,Occasional,31-40,FEMALE,Bronze,Loyal,8,18000.0,0.16,Medium (10-20%),120960.0,120960.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0092,2024-08-30,2024,8,Aug,3,P004,Monitor,PERIPHERALS,EAST,Hyderabad,Telangana,CUST040,Customer_40 Lastname_40,Premium,31-40,MALE,Silver,Loyal,7,18000.0,0.17,Medium (10-20%),104580.0,104580.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0093,2024-12-25,2024,12,Dec,4,P006,Webcam,ACCESSORIES,EAST,Pune,Maharashtra,CUST071,Customer_71 Lastname_71,Premium,31-40,MALE,Silver,Loyal,7,3200.0,0.25,High (20%+),16800.0,16800.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0094,2024-06-10,2024,6,Jun,2,P005,Headphones,PERIPHERALS,SOUTH,Delhi,Delhi,CUST016,Customer_16 Lastname_16,Regular,31-40,MALE,Gold,Loyal,5,4500.0,0.06,Low (0-10%),21150.0,21150.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0095,2024-02-21,2024,2,Feb,1,P003,Keyboard,ACCESSORIES,EAST,Pune,Maharashtra,CUST062,Customer_62 Lastname_62,Regular,31-40,MALE,Silver,Loyal,4,2500.0,0.05,Low (0-10%),9500.0,9500.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0096,2024-05-20,2024,5,May,2,P005,Headphones,ELECTRONICS,SOUTH,Ahmedabad,Gujarat,CUST039,Customer_39 Lastname_39,Occasional,41-50,OTHER,Gold,Loyal,4,4500.0,0.09,Low (0-10%),16380.0,16380.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0097,2024-02-22,2024,2,Feb,1,P001,Laptop,PERIPHERALS,WEST,Chennai,Tamil Nadu,CUST017,Customer_17 Lastname_17,Occasional,51+,FEMALE,Silver,Loyal,9,75000.0,0.07,Low (0-10%),627750.0,627750.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0098,2024-05-09,2024,5,May,2,P005,Headphones,ELECTRONICS,UNKNOWN,Mumbai,Maharashtra,CUST044,Customer_44 Lastname_44,Occasional,31-40,FEMALE,Silver,Loyal,8,4500.0,0.12,Medium (10-20%),31680.0,31680.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0099,2024-03-18,2024,3,Mar,1,P002,Mouse,PERIPHERALS,NORTH,Chennai,Tamil Nadu,CUST010,Customer_10 Lastname_10,Premium,51+,FEMALE,Gold,Loyal,2,850.0,0.1,Low (0-10%),1530.0,1530.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0100,2024-11-06,2024,11,Nov,4,P005,Headphones,PERIPHERALS,WEST,Delhi,Delhi,CUST016,Customer_16 Lastname_16,Regular,31-40,MALE,Gold,Loyal,2,4500.0,0.25,High (20%+),6750.0,6750.0,PENDING,False,False,2026-03-29 12:21:00.285000+00:00
TXN0101,2024-06-05,2024,6,Jun,2,P004,Monitor,ACCESSORIES,WEST,Mumbai,Maharashtra,CUST057,Customer_57 Lastname_57,Premium,41-50,FEMALE,Silver,Loyal,9,18000.0,0.1,Low (0-10%),145800.0,145800.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0102,2024-05-15,2024,5,May,2,P001,Laptop,ELECTRONICS,SOUTH,Chennai,Tamil Nadu,CUST013,Customer_13 Lastname_13,Premium,22-30,MALE,Bronze,Loyal,10,75000.0,0.24,High (20%+),570000.0,570000.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0103,2024-07-28,2024,7,Jul,3,P003,Keyboard,ELECTRONICS,UNKNOWN,Chennai,Tamil Nadu,CUST010,Customer_10 Lastname_10,Premium,51+,FEMALE,Gold,Loyal,4,2500.0,0.04,Low (0-10%),9600.0,9600.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0104,2024-12-25,2024,12,Dec,4,P008,SSD Drive,PERIPHERALS,EAST,Kolkata,West Bengal,CUST037,Customer_37 Lastname_37,Regular,51+,OTHER,Gold,Loyal,5,6500.0,0.01,Low (0-10%),32175.0,32175.0,RETURNED,True,False,2026-03-29 12:21:00.285000+00:00
TXN0105,2024-08-05,2024,8,Aug,3,P002,Mouse,PERIPHERALS,SOUTH,Mumbai,Maharashtra,CUST081,Customer_81 Lastname_81,Regular,51+,OTHER,Silver,Loyal,4,850.0,0.23,High (20%+),2618.0,2618.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0106,2024-03-25,2024,3,Mar,1,P004,Monitor,ELECTRONICS,NORTH,Ahmedabad,Gujarat,CUST019,Customer_19 Lastname_19,Occasional,41-50,FEMALE,Bronze,Loyal,3,18000.0,0.23,High (20%+),41580.0,41580.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0107,2024-05-19,2024,5,May,2,P005,Headphones,ACCESSORIES,WEST,Delhi,Delhi,CUST089,Customer_89 Lastname_89,Occasional,41-50,MALE,Gold,Loyal,8,4500.0,0.03,Low (0-10%),34920.0,34920.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0108,2024-11-05,2024,11,Nov,4,P008,SSD Drive,ACCESSORIES,EAST,Ahmedabad,Gujarat,CUST006,Customer_6 Lastname_6,Occasional,31-40,OTHER,Bronze,Loyal,8,6500.0,0.02,Low (0-10%),50960.0,50960.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0109,2024-12-10,2024,12,Dec,4,P001,Laptop,PERIPHERALS,NORTH,Ahmedabad,Gujarat,CUST087,Customer_87 Lastname_87,Occasional,41-50,MALE,Gold,Loyal,2,75000.0,0.06,Low (0-10%),141000.0,141000.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0110,2024-04-02,2024,4,Apr,2,P001,Laptop,ACCESSORIES,EAST,Ahmedabad,Gujarat,CUST084,Customer_84 Lastname_84,Occasional,51+,OTHER,Silver,Loyal,3,75000.0,0.12,Medium (10-20%),198000.0,198000.0,PENDING,False,False,2026-03-29 12:21:00.285000+00:00
TXN0111,2024-06-19,2024,6,Jun,2,P007,USB Hub,ACCESSORIES,WEST,Delhi,Delhi,CUST061,Customer_61 Lastname_61,Regular,31-40,OTHER,Bronze,Loyal,8,1200.0,0.24,High (20%+),7296.0,7296.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0112,2024-12-05,2024,12,Dec,4,P002,Mouse,ACCESSORIES,EAST,Delhi,Delhi,CUST089,Customer_89 Lastname_89,Occasional,41-50,MALE,Gold,Loyal,3,850.0,0.08,Low (0-10%),2346.0,2346.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0113,2024-07-25,2024,7,Jul,3,P001,Laptop,ACCESSORIES,NORTH,Delhi,Delhi,CUST033,Customer_33 Lastname_33,Premium,31-40,MALE,Gold,Loyal,8,75000.0,0.02,Low (0-10%),588000.0,588000.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0114,2024-11-14,2024,11,Nov,4,P001,Laptop,ELECTRONICS,EAST,Pune,Maharashtra,CUST007,Customer_7 Lastname_7,Occasional,51+,FEMALE,Gold,Loyal,9,75000.0,0.12,Medium (10-20%),594000.0,594000.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0115,2024-08-12,2024,8,Aug,3,P008,SSD Drive,ELECTRONICS,EAST,Pune,Maharashtra,CUST071,Customer_71 Lastname_71,Premium,31-40,MALE,Silver,Loyal,1,6500.0,0.05,Low (0-10%),6175.0,6175.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0116,2024-06-08,2024,6,Jun,2,P002,Mouse,ELECTRONICS,SOUTH,Ahmedabad,Gujarat,CUST078,Customer_78 Lastname_78,Occasional,41-50,FEMALE,Bronze,Loyal,1,850.0,0.24,High (20%+),646.0,646.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0117,2024-03-01,2024,3,Mar,1,P001,Laptop,ELECTRONICS,WEST,Bangalore,Karnataka,CUST029,Customer_29 Lastname_29,Regular,51+,FEMALE,Bronze,Loyal,9,75000.0,0.1,Low (0-10%),607500.0,607500.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0118,2024-08-29,2024,8,Aug,3,P008,SSD Drive,ACCESSORIES,WEST,Ahmedabad,Gujarat,CUST035,Customer_35 Lastname_35,Premium,51+,OTHER,Gold,Loyal,5,6500.0,0.13,Medium (10-20%),28275.0,28275.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0119,2024-02-05,2024,2,Feb,1,P008,SSD Drive,PERIPHERALS,SOUTH,Bangalore,Karnataka,CUST025,Customer_25 Lastname_25,Premium,22-30,OTHER,Gold,Loyal,9,6500.0,0.04,Low (0-10%),56160.0,56160.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0120,2024-05-24,2024,5,May,2,P007,USB Hub,ACCESSORIES,NORTH,Mumbai,Maharashtra,CUST065,Customer_65 Lastname_65,Premium,22-30,OTHER,Bronze,Loyal,6,1200.0,0.23,High (20%+),5544.0,5544.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0121,2024-10-09,2024,10,Oct,4,P008,SSD Drive,ACCESSORIES,EAST,Pune,Maharashtra,CUST062,Customer_62 Lastname_62,Regular,31-40,MALE,Silver,Loyal,3,6500.0,0.11,Medium (10-20%),17355.0,17355.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0122,2024-10-19,2024,10,Oct,4,P007,USB Hub,PERIPHERALS,SOUTH,Bangalore,Karnataka,CUST025,Customer_25 Lastname_25,Premium,22-30,OTHER,Gold,Loyal,8,1200.0,0.23,High (20%+),7392.0,7392.0,RETURNED,True,False,2026-03-29 12:21:00.285000+00:00
TXN0123,2024-07-16,2024,7,Jul,3,P004,Monitor,ACCESSORIES,WEST,Chennai,Tamil Nadu,CUST096,Customer_96 Lastname_96,Occasional,41-50,OTHER,Bronze,Loyal,7,18000.0,0.01,Low (0-10%),124740.0,124740.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0124,2024-08-13,2024,8,Aug,3,P008,SSD Drive,ACCESSORIES,NORTH,Hyderabad,Telangana,CUST076,Customer_76 Lastname_76,Regular,31-40,MALE,Silver,Loyal,1,6500.0,0.03,Low (0-10%),6305.0,6305.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0125,2024-02-08,2024,2,Feb,1,P008,SSD Drive,PERIPHERALS,SOUTH,Kolkata,West Bengal,CUST053,Customer_53 Lastname_53,Occasional,22-30,OTHER,Silver,Loyal,1,6500.0,0.18,Medium (10-20%),5330.0,5330.0,RETURNED,True,False,2026-03-29 12:21:00.285000+00:00
TXN0126,2024-06-17,2024,6,Jun,2,P005,Headphones,PERIPHERALS,NORTH,Delhi,Delhi,CUST051,Customer_51 Lastname_51,Occasional,41-50,FEMALE,Silver,Loyal,6,4500.0,0.16,Medium (10-20%),22680.0,22680.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0127,2024-11-12,2024,11,Nov,4,P007,USB Hub,ACCESSORIES,NORTH,Pune,Maharashtra,CUST098,Customer_98 Lastname_98,Occasional,51+,MALE,Gold,Loyal,6,1200.0,0.16,Medium (10-20%),6048.0,6048.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0128,2024-02-20,2024,2,Feb,1,P004,Monitor,ELECTRONICS,WEST,Chennai,Tamil Nadu,CUST096,Customer_96 Lastname_96,Occasional,41-50,OTHER,Bronze,Loyal,5,18000.0,0.25,High (20%+),67500.0,67500.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0129,2024-01-29,2024,1,Jan,1,P008,SSD Drive,ELECTRONICS,EAST,Chennai,Tamil Nadu,CUST004,Customer_4 Lastname_4,Premium,22-30,OTHER,Bronze,Loyal,3,6500.0,0.17,Medium (10-20%),16185.0,16185.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0130,2024-10-16,2024,10,Oct,4,P006,Webcam,PERIPHERALS,WEST,Hyderabad,Telangana,CUST032,Customer_32 Lastname_32,Regular,22-30,MALE,Silver,Loyal,6,3200.0,0.11,Medium (10-20%),17088.0,17088.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0131,2024-09-11,2024,9,Sep,3,P003,Keyboard,PERIPHERALS,SOUTH,Bangalore,Karnataka,CUST049,Customer_49 Lastname_49,Occasional,31-40,OTHER,Gold,Loyal,3,2500.0,0.02,Low (0-10%),7350.0,7350.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0132,2024-12-07,2024,12,Dec,4,P003,Keyboard,ACCESSORIES,EAST,Delhi,Delhi,CUST033,Customer_33 Lastname_33,Premium,31-40,MALE,Gold,Loyal,4,2500.0,0.12,Medium (10-20%),8800.0,8800.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0133,2024-06-25,2024,6,Jun,2,P008,SSD Drive,ELECTRONICS,WEST,Hyderabad,Telangana,CUST021,Customer_21 Lastname_21,Occasional,51+,OTHER,Gold,Loyal,5,6500.0,0.17,Medium (10-20%),26975.0,26975.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0134,2024-07-15,2024,7,Jul,3,P005,Headphones,ACCESSORIES,SOUTH,Hyderabad,Telangana,CUST059,Customer_59 Lastname_59,Premium,41-50,FEMALE,Silver,Loyal,7,4500.0,0.17,Medium (10-20%),26145.0,26145.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0135,2024-12-24,2024,12,Dec,4,P002,Mouse,PERIPHERALS,EAST,Delhi,Delhi,CUST046,Customer_46 Lastname_46,Occasional,51+,MALE,Gold,Loyal,4,850.0,0.1,Low (0-10%),3060.0,3060.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0136,2024-11-06,2024,11,Nov,4,P001,Laptop,PERIPHERALS,NORTH,Chennai,Tamil Nadu,CUST073,Customer_73 Lastname_73,Premium,31-40,MALE,Gold,Loyal,7,75000.0,0.07,Low (0-10%),488250.0,488250.0,RETURNED,True,False,2026-03-29 12:21:00.285000+00:00
TXN0137,2024-11-13,2024,11,Nov,4,P005,Headphones,ELECTRONICS,SOUTH,Delhi,Delhi,CUST046,Customer_46 Lastname_46,Occasional,51+,MALE,Gold,Loyal,4,4500.0,0.15,Medium (10-20%),15300.0,15300.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0138,2024-08-13,2024,8,Aug,3,P003,Keyboard,ELECTRONICS,EAST,Pune,Maharashtra,CUST083,Customer_83 Lastname_83,Premium,22-30,OTHER,Silver,Loyal,2,2500.0,0.23,High (20%+),3850.0,3850.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0139,2024-03-30,2024,3,Mar,1,P006,Webcam,ACCESSORIES,WEST,Pune,Maharashtra,CUST038,Customer_38 Lastname_38,Regular,31-40,FEMALE,Silver,Loyal,3,3200.0,0.02,Low (0-10%),9408.0,9408.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0140,2024-03-25,2024,3,Mar,1,P003,Keyboard,PERIPHERALS,EAST,Bangalore,Karnataka,CUST047,Customer_47 Lastname_47,Occasional,31-40,OTHER,Bronze,Loyal,9,2500.0,0.22,High (20%+),17550.0,17550.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0141,2024-02-08,2024,2,Feb,1,P008,SSD Drive,ELECTRONICS,WEST,Mumbai,Maharashtra,CUST044,Customer_44 Lastname_44,Occasional,31-40,FEMALE,Silver,Loyal,5,6500.0,0.19,Medium (10-20%),26325.0,26325.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0142,2024-07-21,2024,7,Jul,3,P004,Monitor,ACCESSORIES,NORTH,Bangalore,Karnataka,CUST072,Customer_72 Lastname_72,Occasional,51+,MALE,Gold,Loyal,7,18000.0,0.24,High (20%+),95760.0,95760.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0143,2024-10-26,2024,10,Oct,4,P005,Headphones,PERIPHERALS,EAST,Pune,Maharashtra,CUST048,Customer_48 Lastname_48,Premium,41-50,OTHER,Bronze,Loyal,9,4500.0,0.03,Low (0-10%),39285.0,39285.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0144,2024-11-08,2024,11,Nov,4,P006,Webcam,ELECTRONICS,EAST,Delhi,Delhi,CUST061,Customer_61 Lastname_61,Regular,31-40,OTHER,Bronze,Loyal,2,3200.0,0.17,Medium (10-20%),5312.0,5312.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0145,2024-02-29,2024,2,Feb,1,P002,Mouse,PERIPHERALS,WEST,Ahmedabad,Gujarat,CUST039,Customer_39 Lastname_39,Occasional,41-50,OTHER,Gold,Loyal,8,850.0,0.23,High (20%+),5236.0,5236.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0146,2024-04-30,2024,4,Apr,2,P001,Laptop,ELECTRONICS,NORTH,Chennai,Tamil Nadu,CUST064,Customer_64 Lastname_64,Regular,41-50,OTHER,Gold,Loyal,1,75000.0,0.08,Low (0-10%),69000.0,69000.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0147,2024-10-27,2024,10,Oct,4,P003,Keyboard,PERIPHERALS,WEST,Bangalore,Karnataka,CUST086,Customer_86 Lastname_86,Regular,31-40,OTHER,Gold,Loyal,7,2500.0,0.11,Medium (10-20%),15575.0,15575.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0148,2024-01-17,2024,1,Jan,1,P007,USB Hub,ACCESSORIES,EAST,Delhi,Delhi,CUST079,Customer_79 Lastname_79,Regular,51+,MALE,Bronze,Loyal,2,1200.0,0.21,High (20%+),1896.0,1896.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0149,2024-12-17,2024,12,Dec,4,P004,Monitor,ACCESSORIES,NORTH,Delhi,Delhi,CUST031,Customer_31 Lastname_31,Regular,31-40,MALE,Silver,Loyal,8,18000.0,0.11,Medium (10-20%),128160.0,128160.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0150,2024-02-16,2024,2,Feb,1,P006,Webcam,ELECTRONICS,WEST,Bangalore,Karnataka,CUST025,Customer_25 Lastname_25,Premium,22-30,OTHER,Gold,Loyal,1,3200.0,0.1,Low (0-10%),2880.0,2880.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0151,2024-02-05,2024,2,Feb,1,P001,Laptop,ELECTRONICS,SOUTH,Hyderabad,Telangana,CUST032,Customer_32 Lastname_32,Regular,22-30,MALE,Silver,Loyal,1,75000.0,0.2,Medium (10-20%),60000.0,60000.0,PENDING,False,False,2026-03-29 12:21:00.285000+00:00
TXN0152,2024-11-01,2024,11,Nov,4,P004,Monitor,ACCESSORIES,SOUTH,Ahmedabad,Gujarat,CUST030,Customer_30 Lastname_30,Occasional,51+,FEMALE,Silver,Loyal,10,18000.0,0.05,Low (0-10%),171000.0,171000.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0153,2024-02-26,2024,2,Feb,1,P005,Headphones,ACCESSORIES,SOUTH,Pune,Maharashtra,CUST070,Customer_70 Lastname_70,Premium,22-30,FEMALE,Silver,Loyal,3,4500.0,0.25,High (20%+),10125.0,10125.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0154,2024-01-09,2024,1,Jan,1,P003,Keyboard,PERIPHERALS,EAST,Delhi,Delhi,CUST031,Customer_31 Lastname_31,Regular,31-40,MALE,Silver,Loyal,1,2500.0,0.09,Low (0-10%),2275.0,2275.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0155,2024-02-02,2024,2,Feb,1,P005,Headphones,PERIPHERALS,NORTH,Hyderabad,Telangana,CUST054,Customer_54 Lastname_54,Premium,51+,MALE,Gold,Loyal,1,4500.0,0.03,Low (0-10%),4365.0,4365.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0156,2024-11-10,2024,11,Nov,4,P008,SSD Drive,ACCESSORIES,SOUTH,Hyderabad,Telangana,CUST014,Customer_14 Lastname_14,Premium,41-50,OTHER,Bronze,Loyal,6,6500.0,0.13,Medium (10-20%),33930.0,33930.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0157,2024-07-24,2024,7,Jul,3,P005,Headphones,ELECTRONICS,WEST,Chennai,Tamil Nadu,CUST004,Customer_4 Lastname_4,Premium,22-30,OTHER,Bronze,Loyal,8,4500.0,0.16,Medium (10-20%),30240.0,30240.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0158,2024-06-13,2024,6,Jun,2,P002,Mouse,ELECTRONICS,NORTH,Mumbai,Maharashtra,CUST057,Customer_57 Lastname_57,Premium,41-50,FEMALE,Silver,Loyal,8,850.0,0.18,Medium (10-20%),5576.0,5576.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0159,2024-07-14,2024,7,Jul,3,P003,Keyboard,PERIPHERALS,EAST,Mumbai,Maharashtra,CUST080,Customer_80 Lastname_80,Occasional,22-30,OTHER,Gold,Loyal,2,2500.0,0.03,Low (0-10%),4850.0,4850.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0160,2024-12-01,2024,12,Dec,4,P005,Headphones,ELECTRONICS,NORTH,Bangalore,Karnataka,CUST056,Customer_56 Lastname_56,Regular,41-50,FEMALE,Silver,Loyal,8,4500.0,0.13,Medium (10-20%),31320.0,31320.0,PENDING,False,False,2026-03-29 12:21:00.285000+00:00
TXN0161,2024-08-20,2024,8,Aug,3,P004,Monitor,ACCESSORIES,EAST,Ahmedabad,Gujarat,CUST030,Customer_30 Lastname_30,Occasional,51+,FEMALE,Silver,Loyal,7,18000.0,0.11,Medium (10-20%),112140.0,112140.0,RETURNED,True,False,2026-03-29 12:21:00.285000+00:00
TXN0162,2024-07-10,2024,7,Jul,3,P007,USB Hub,PERIPHERALS,EAST,Kolkata,West Bengal,CUST041,Customer_41 Lastname_41,Occasional,31-40,OTHER,Silver,Loyal,2,1200.0,0.08,Low (0-10%),2208.0,2208.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0163,2024-02-19,2024,2,Feb,1,P008,SSD Drive,ELECTRONICS,WEST,Bangalore,Karnataka,CUST011,Customer_11 Lastname_11,Occasional,22-30,MALE,Gold,Loyal,2,6500.0,0.02,Low (0-10%),12740.0,12740.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0164,2024-12-09,2024,12,Dec,4,P003,Keyboard,PERIPHERALS,EAST,Bangalore,Karnataka,CUST072,Customer_72 Lastname_72,Occasional,51+,MALE,Gold,Loyal,9,2500.0,0.01,Low (0-10%),22275.0,22275.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0165,2024-05-27,2024,5,May,2,P007,USB Hub,ACCESSORIES,NORTH,Delhi,Delhi,CUST097,Customer_97 Lastname_97,Regular,51+,FEMALE,Silver,Loyal,6,1200.0,0.0,No Discount,7200.0,5616.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0166,2024-12-02,2024,12,Dec,4,P005,Headphones,ELECTRONICS,SOUTH,Mumbai,Maharashtra,CUST065,Customer_65 Lastname_65,Premium,22-30,OTHER,Bronze,Loyal,6,4500.0,0.03,Low (0-10%),26190.0,26190.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0167,2024-05-22,2024,5,May,2,P004,Monitor,ACCESSORIES,NORTH,Bangalore,Karnataka,CUST072,Customer_72 Lastname_72,Occasional,51+,MALE,Gold,Loyal,2,18000.0,0.09,Low (0-10%),32760.0,32760.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0168,2024-11-07,2024,11,Nov,4,P004,Monitor,PERIPHERALS,NORTH,Kolkata,West Bengal,CUST099,Customer_99 Lastname_99,Occasional,51+,OTHER,Bronze,Loyal,7,18000.0,0.21,High (20%+),99540.0,99540.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0169,2024-06-28,2024,6,Jun,2,P001,Laptop,ACCESSORIES,EAST,Pune,Maharashtra,CUST098,Customer_98 Lastname_98,Occasional,51+,MALE,Gold,Loyal,3,75000.0,0.07,Low (0-10%),209250.0,209250.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0170,2024-11-20,2024,11,Nov,4,P003,Keyboard,ELECTRONICS,SOUTH,Kolkata,West Bengal,CUST052,Customer_52 Lastname_52,Regular,22-30,FEMALE,Silver,Loyal,3,2500.0,0.14,Medium (10-20%),6450.0,6450.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0171,2024-03-21,2024,3,Mar,1,P002,Mouse,ACCESSORIES,EAST,Hyderabad,Telangana,CUST054,Customer_54 Lastname_54,Premium,51+,MALE,Gold,Loyal,9,850.0,0.05,Low (0-10%),7267.5,7267.5,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0172,2024-01-27,2024,1,Jan,1,P005,Headphones,PERIPHERALS,NORTH,Chennai,Tamil Nadu,CUST073,Customer_73 Lastname_73,Premium,31-40,MALE,Gold,Loyal,6,4500.0,0.19,Medium (10-20%),21870.0,21870.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0173,2024-12-04,2024,12,Dec,4,P003,Keyboard,ACCESSORIES,WEST,Bangalore,Karnataka,CUST011,Customer_11 Lastname_11,Occasional,22-30,MALE,Gold,Loyal,10,2500.0,0.01,Low (0-10%),24750.0,24750.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0174,2024-06-25,2024,6,Jun,2,P008,SSD Drive,ELECTRONICS,NORTH,Ahmedabad,Gujarat,CUST035,Customer_35 Lastname_35,Premium,51+,OTHER,Gold,Loyal,10,6500.0,0.11,Medium (10-20%),57850.0,57850.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
